,user_id,timestamp,text,has_media,likes,viral or not,replies,followers,total_likes,num_tweets
0,2421885032,Evening,1.0,False,20,0,30,1800.0,416.0,1175.0
1,191881312,Evening,-1.0,False,38,0,1,39447.0,7416.0,26019.0
2,1125085620,Evening,1.0,True,631,0,111,34822.0,6037.0,2088.0
3,28515858,Evening,0.0,False,1674,0,16,2728479.0,3859.0,14913.0
4,28515858,Evening,1.0,False,583,0,14,2728479.0,3859.0,14913.0
5,1863808681,Noon,-1.0,True,207,0,6,19237.0,18420.0,5118.0
6,523214627,Noon,0.0,False,36,0,1,1719.0,2694.0,12757.0
7,1903593750,Noon,1.0,True,34,0,0,207449.0,518.0,17518.0
8,1146647340159098880,Noon,0.0,True,168,0,9,,,
9,1096425977574498305,Noon,0.0,True,277,0,9,,,
10,162591118,Morning,-1.0,True,606,0,22,51.0,9257.0,9476.0
11,102625402,Morning,-1.0,False,49,0,4,31678.0,9537.0,8456.0
12,174939000,Morning,-1.0,True,17,0,2,87527.0,15521.0,15010.0
13,62193226,Morning,0.0,True,118,0,6,191.0,345.0,2373.0
14,102625402,Morning,1.0,True,46,0,4,31678.0,9537.0,8456.0
15,227961909,Morning,0.0,True,227,0,20,114706.0,2353.0,44652.0
16,227961909,Morning,0.0,False,140,0,18,114706.0,2353.0,44652.0
17,1209437028011503622,Morning,-1.0,True,36,0,0,,,
18,68138422,Morning,1.0,False,40,0,1,43955.0,34745.0,38028.0
19,135848667,Morning,1.0,False,232,0,20,62132.0,85608.0,41783.0
20,955026772394958848,Morning,1.0,True,104,0,12,,,
21,990241854,Morning,-1.0,False,29,0,1,4417.0,713.0,1278.0
22,990241854,Evening,-1.0,False,94,0,3,4417.0,713.0,1278.0
23,1220770501,Evening,-1.0,False,284,0,15,133.0,6530.0,24974.0
24,493059410,Evening,1.0,False,90,0,5,29968.0,14671.0,26099.0
25,965220039505989632,Evening,0.0,True,160,0,2,,,
26,253512688,Noon,-1.0,False,86,0,3,23906.0,2467.0,7636.0
27,445702899,Noon,-1.0,False,2647,0,47,14770.0,9489.0,15776.0
28,236826818,Noon,0.0,False,403,0,21,676043.0,17125.0,25665.0
29,55776150,Noon,1.0,True,1520,0,72,131590.0,36.0,2247.0
30,93589781,Morning,-1.0,False,24,0,4,7453.0,23102.0,19061.0
31,939890655332933632,Morning,0.0,False,148,0,5,,,
32,15457437,Morning,0.0,False,102,0,2,40950.0,2637.0,139444.0
33,702765388161921025,Morning,-1.0,True,19,0,6,,,
34,1545967134,Morning,-1.0,True,108,0,2,16918.0,2107.0,4508.0
35,3384276012,Morning,0.0,True,90,0,1,44817.0,4914.0,54706.0
36,139779018,Morning,0.0,False,18,0,1,5183.0,36748.0,13473.0
37,41786801,Morning,-1.0,True,73,0,3,91962.0,23640.0,28778.0
38,716096097358209024,Morning,0.0,False,26,0,9,,,
39,143765429,Morning,1.0,False,274,0,13,51904.0,284.0,41663.0
40,140047339,Morning,-1.0,False,104,0,6,206595.0,1299.0,20035.0
41,795131559955365888,Morning,-1.0,True,49,0,3,,,
42,2203159248,Morning,-1.0,True,79,0,9,4061.0,21758.0,12663.0
43,72888855,Morning,-1.0,True,110,0,16,160266.0,4046.0,92610.0
44,2525105264,Morning,1.0,True,57,0,1,221.0,52829.0,44164.0
45,2890058226,Morning,1.0,True,104,0,8,10733.0,4069.0,8140.0
46,372147590,Night,1.0,False,397,0,31,156556.0,29298.0,87997.0
47,128279792,Evening,-1.0,False,18,0,0,5605.0,21062.0,27944.0
48,1406691752,Evening,-1.0,False,21,0,1,406.0,5794.0,9449.0
49,128279792,Evening,1.0,False,113,0,8,5605.0,21062.0,27944.0
50,772765198402936832,Evening,0.0,False,19,0,0,,,
51,965531948,Noon,1.0,False,206,0,25,613.0,3685.0,862.0
52,52991969,Noon,0.0,False,38,0,1,9444.0,12625.0,15454.0
53,2311557998,Noon,-1.0,False,676,0,14,73869.0,63582.0,50957.0
54,4774969895,Noon,-1.0,False,80,0,18,39857.0,19901.0,41841.0
55,102268884,Noon,0.0,False,497,0,12,463926.0,50465.0,223364.0
56,17670329,Noon,1.0,False,38,0,0,17798.0,4385.0,43205.0
57,2311557998,Noon,1.0,False,230,0,3,73869.0,63582.0,50957.0
58,17670329,Noon,0.0,False,84,0,1,17798.0,4385.0,43205.0
59,560762145,Morning,-1.0,True,612,0,13,23178.0,685.0,939.0
60,1060738268,Morning,0.0,False,108,0,12,48874.0,21286.0,46431.0
61,41786801,Morning,0.0,True,122,0,7,91962.0,23640.0,28778.0
62,1131926153474654209,Morning,-1.0,False,797,0,5,,,
63,1030980920,Morning,-1.0,False,37,0,1,5618.0,7692.0,69205.0
64,2215812403,Morning,0.0,False,60,0,4,9064.0,18002.0,8634.0
65,102268884,Morning,0.0,False,347,0,1,463926.0,50465.0,223364.0
66,3619207820,Morning,-1.0,True,52,0,5,67274.0,873.0,3050.0
67,2535079531,Morning,1.0,False,3759,0,227,1811485.0,9871.0,5915.0
68,17670329,Morning,0.0,False,49,0,1,17798.0,4385.0,43205.0
69,2324087928,Morning,0.0,True,223,0,7,9758.0,15274.0,7698.0
70,2289255019,Morning,-1.0,True,151,0,19,8372.0,5190.0,12612.0
71,1023756739,Morning,1.0,True,88,0,7,4646.0,101929.0,146533.0
72,4646731597,Morning,0.0,False,82,0,2,16307.0,80417.0,60869.0
73,701374765257216000,Morning,-1.0,True,130,0,30,,,
74,1201104936957882368,Evening,-1.0,True,109,0,8,,,
75,3559563812,Evening,-1.0,False,332,0,1,17904.0,27508.0,54222.0
76,113826230,Evening,-1.0,True,1413,0,18,582142.0,58859.0,12964.0
77,191881312,Evening,-1.0,False,73,0,5,39447.0,7416.0,26019.0
78,999873440596283392,Noon,0.0,True,91,0,6,,,
79,4646731597,Noon,0.0,True,67,0,2,16307.0,80417.0,60869.0
80,1376875998,Noon,0.0,True,4032,1,31,1753.0,1555.0,59107.0
81,835072427117830144,Noon,0.0,True,56,0,3,,,
82,619278965,Noon,-1.0,True,181,0,1,15826.0,5263.0,4204.0
83,4366939278,Noon,-1.0,False,44,0,1,5822.0,6072.0,25903.0
84,17670329,Noon,0.0,False,49,0,1,17798.0,4385.0,43205.0
85,14749971,Morning,-1.0,False,242,0,33,56734.0,5685.0,44284.0
86,1111886130436366337,Morning,-1.0,False,95,0,6,,,
87,17670329,Morning,-1.0,True,54,0,2,17798.0,4385.0,43205.0
88,28515858,Morning,1.0,False,835,0,7,2728479.0,3859.0,14913.0
89,363585946,Morning,0.0,True,586,0,24,162820.0,3824.0,7952.0
90,363585946,Morning,0.0,True,422,0,19,162820.0,3824.0,7952.0
91,775231203523698688,Morning,1.0,True,663,0,12,,,
92,22664411,Morning,0.0,True,133,0,14,12644.0,1.0,400495.0
93,3313143320,Morning,1.0,False,223,0,3,411618.0,3419.0,6373.0
94,17670329,Morning,1.0,False,72,0,3,17798.0,4385.0,43205.0
95,2847050373,Morning,0.0,False,74,0,5,8875.0,4141.0,4275.0
96,136100401,Morning,-1.0,False,1139,0,116,38286.0,2184.0,2847.0
97,28515858,Morning,1.0,False,2167,0,45,2728479.0,3859.0,14913.0
98,1210815386,Morning,1.0,False,293,0,6,1033.0,21025.0,47267.0
99,1162735767480877056,Night,0.0,True,141,0,4,,,
100,389342266,Night,1.0,False,54,0,9,23879.0,3917.0,17355.0
101,447626422,Evening,-1.0,False,105,0,2,3930.0,34162.0,5580.0
102,93589781,Evening,1.0,True,225,0,12,7453.0,23102.0,19061.0
103,879861822,Evening,1.0,False,2246,0,57,7072.0,267235.0,19805.0
104,17670329,Evening,1.0,False,111,0,3,17798.0,4385.0,43205.0
105,83663427,Evening,-1.0,False,100,0,7,168698.0,380.0,22617.0
106,55776150,Evening,-1.0,False,1752,0,162,131590.0,36.0,2247.0
107,1441456074,Evening,1.0,True,38,0,5,158.0,37823.0,6264.0
108,17670329,Evening,-1.0,True,34,0,2,17798.0,4385.0,43205.0
109,721093982042791936,Evening,-1.0,False,3631,1,81,,,
110,4779130153,Evening,-1.0,False,112,0,8,5123.0,43145.0,4842.0
111,191881312,Noon,-1.0,False,34,0,1,39447.0,7416.0,26019.0
112,794794277016457216,Noon,-1.0,False,39,0,0,,,
113,3394488733,Noon,1.0,False,56,0,1,3750.0,4742.0,19548.0
114,1122590362504032256,Noon,0.0,True,567,0,14,,,
115,592485538,Noon,1.0,True,74,0,4,37520.0,86791.0,75198.0
116,141907861,Morning,0.0,False,144,0,6,3319.0,1074.0,29554.0
117,4718698580,Morning,0.0,False,1568,0,56,4283.0,21.0,375.0
118,382301635,Morning,-1.0,True,28,0,2,14547.0,2671.0,31934.0
119,56486628,Morning,-1.0,False,70,0,4,22543.0,1097.0,4613.0
120,461884798,Morning,1.0,False,14,0,6,39114.0,25604.0,43961.0
121,56486628,Morning,1.0,False,307,0,2,22543.0,1097.0,4613.0
122,1861287276,Morning,1.0,True,93,0,1,2049.0,1731.0,2176.0
123,191380266,Morning,1.0,False,108,0,7,1447.0,2036.0,1336.0
124,307298757,Morning,1.0,False,73,0,1,29048.0,43027.0,114327.0
125,102263558,Morning,-1.0,False,80,0,14,20101.0,45582.0,22547.0
126,356366962,Morning,0.0,True,81,0,3,697.0,104769.0,61726.0
127,129184424,Morning,1.0,False,321,0,4,17481.0,46609.0,42084.0
128,258283931,Morning,-1.0,False,197,0,12,2069987.0,5173.0,41563.0
129,841609973687762944,Morning,-1.0,True,93,0,11,,,
130,2278576249,Morning,1.0,True,257,0,87,3488.0,57989.0,200759.0
131,4774969895,Morning,-1.0,False,46,0,6,39857.0,19901.0,41841.0
132,772765198402936832,Evening,-1.0,False,17,0,0,,,
133,370613891,Evening,0.0,True,32,0,7,4269.0,37126.0,45884.0
134,1109442216223596546,Noon,0.0,True,55,0,5,,,
135,58722145,Noon,1.0,False,52,0,2,8851.0,17.0,23799.0
136,4600857861,Noon,-1.0,True,550,0,28,45.0,20.0,78.0
137,128279792,Noon,-1.0,False,61,0,5,5605.0,21062.0,27944.0
138,236826818,Noon,-1.0,False,4001,0,357,676043.0,17125.0,25665.0
139,2408615534,Noon,1.0,False,77,0,1,41632.0,178.0,26539.0
140,852040969822154752,Noon,1.0,False,32,0,3,,,
141,400434668,Noon,-1.0,False,238,0,13,892.0,5064.0,1596.0
142,46371875,Noon,1.0,True,62,0,4,38645.0,4524.0,236348.0
143,17670329,Noon,-1.0,False,88,0,3,17798.0,4385.0,43205.0
144,15300300,Morning,1.0,False,302,0,18,22617.0,34888.0,130065.0
145,49558618,Morning,-1.0,False,78,0,16,5568.0,25477.0,24422.0
146,128279792,Morning,0.0,False,28,0,2,5605.0,21062.0,27944.0
147,743818448497586177,Morning,0.0,False,39,0,7,,,
148,17670329,Morning,-1.0,False,42,0,0,17798.0,4385.0,43205.0
149,83663427,Morning,1.0,True,118,0,10,168698.0,380.0,22617.0
150,17670329,Morning,0.0,False,60,0,0,17798.0,4385.0,43205.0
151,986364464,Morning,0.0,True,23,0,1,325.0,241.0,182.0
152,121085740,Morning,-1.0,True,111,0,5,1673.0,18762.0,2776.0
153,1197023306538475522,Morning,1.0,False,18,0,0,,,
154,11433002,Morning,0.0,True,47,0,5,3871.0,13866.0,82625.0
155,17670329,Morning,-1.0,False,122,0,2,17798.0,4385.0,43205.0
156,58722145,Morning,-1.0,False,788,0,35,8851.0,17.0,23799.0
157,2847050373,Morning,0.0,False,46,0,10,8875.0,4141.0,4275.0
158,716096097358209024,Morning,1.0,True,21,0,3,,,
159,113826230,Morning,1.0,True,556,0,6,582142.0,58859.0,12964.0
160,113826230,Morning,1.0,True,3986,0,66,582142.0,58859.0,12964.0
161,1253614164,Morning,-1.0,False,1454,0,74,5398.0,31283.0,22774.0
162,129094395,Morning,-1.0,False,321,0,21,100895.0,121.0,7270.0
163,3303059882,Evening,0.0,False,21,0,2,8314.0,72374.0,94816.0
164,3303059882,Evening,0.0,False,21,0,2,8314.0,72375.0,94817.0
165,93214982,Evening,0.0,False,580,0,47,1237677.0,7691.0,319689.0
166,41084169,Evening,0.0,False,30,0,1,19209.0,5532.0,6268.0
167,2847050373,Evening,0.0,False,248,0,16,8875.0,4141.0,4275.0
168,17670329,Evening,1.0,False,25,0,0,17798.0,4385.0,43205.0
169,344451262,Noon,0.0,False,50,0,2,15823.0,1460.0,9589.0
170,66334416,Noon,-1.0,False,79,0,4,4988.0,4740.0,21793.0
171,66334416,Noon,-1.0,False,79,0,4,4988.0,4741.0,21794.0
172,17670329,Noon,0.0,True,59,0,3,17798.0,4385.0,43205.0
173,3149204060,Noon,1.0,False,42,0,1,8120.0,19357.0,5129.0
174,3149204060,Noon,1.0,False,42,0,1,8120.0,19361.0,5130.0
175,17670329,Morning,0.0,False,138,0,14,17798.0,4385.0,43205.0
176,86143180,Morning,1.0,True,206,0,2,7516.0,17425.0,29137.0
177,1146647340159098880,Morning,0.0,True,42,0,4,,,
178,4646731597,Morning,0.0,False,501,0,12,16307.0,80417.0,60869.0
179,709341247085932544,Morning,-1.0,False,31,0,8,,,
180,19526231,Morning,0.0,True,25,0,0,6575.0,15392.0,54654.0
181,35411984,Morning,-1.0,False,79,0,3,6545.0,29236.0,97629.0
182,35411984,Morning,-1.0,False,79,0,3,6545.0,29237.0,97630.0
183,41786801,Morning,1.0,False,59,0,0,91962.0,23640.0,28778.0
184,2286417703,Morning,1.0,False,88,0,6,5103.0,77530.0,173398.0
185,519321215,Morning,1.0,False,176,0,30,13659.0,6237.0,10866.0
186,519321215,Morning,1.0,False,176,0,30,13660.0,6237.0,10866.0
187,2273927574,Morning,1.0,True,305,0,94,2743.0,131895.0,169411.0
188,73863773,Morning,0.0,False,1095,0,23,114975.0,22097.0,22854.0
189,73863773,Morning,0.0,False,1095,0,23,114985.0,22101.0,22855.0
190,85521745,Night,1.0,False,92,0,3,1371.0,3785.0,9471.0
191,85521745,Evening,1.0,False,7932,1,56,1371.0,3785.0,9471.0
192,155202983,Evening,0.0,False,21,0,1,113388.0,139026.0,27800.0
193,155202983,Evening,0.0,False,21,0,1,113386.0,139026.0,27800.0
194,1664888048,Evening,-1.0,True,203,0,21,18291.0,4470.0,1271.0
195,1664888048,Evening,-1.0,True,203,0,21,18292.0,4470.0,1271.0
196,155202983,Evening,-1.0,False,25,0,3,113388.0,139026.0,27800.0
197,155202983,Evening,-1.0,False,25,0,3,113386.0,139026.0,27800.0
198,65701988,Evening,1.0,True,108,0,12,17845.0,174435.0,61059.0
199,1023344224127934464,Evening,-1.0,False,46,0,4,,,
